datasets/MSVD/videos/-4wsuPCjDBc_5_15.avi	[{"caption": "a squirrel is eating a peanut in it s shell"}, {"caption": "a chipmunk is eating"}, {"caption": "a chipmunk is eating a peanut"}, {"caption": "a chipmunk is eating a nut"}, {"caption": "a squirrel is eating a nut"}, {"caption": "a squirrel is eating a whole peanut"}, {"caption": "a squirrel is eating a peanut"}, {"caption": "a squirrel l is eating nuts"}, {"caption": "a small squirrel is eating a peanut"}, {"caption": "a small animal is chewing on a nut"}, {"caption": "an ardilla is eating"}, {"caption": "a squirrel is eating a nut"}, {"caption": "a chipmunk is eating some food"}, {"caption": "the squirrel is eating"}, {"caption": "a ferret eats a leaf"}, {"caption": "a hamster is eating a peanut"}, {"caption": "a ardilla coreana eating"}, {"caption": "the rabbit is eating"}, {"caption": "a chipmunk is eating a peanut"}, {"caption": "a rabbit is eating"}, {"caption": "a rabbit is eating"}, {"caption": "a squirrel eating a fruit"}, {"caption": "a chipmunk is eating"}, {"caption": "a man is playing guitar"}, {"caption": "a squirrel or some such animal eating a nut of some kind"}, {"caption": "a chipmunk is eating some food"}, {"caption": "a rat is playing and eating something"}, {"caption": "the squirrel ate the peanut out of the shell"}, {"caption": "the squirrel is eating"}]
datasets/MSVD/videos/-7KMZQEsJW4_205_208.avi	[{"caption": "a man demonstrating how to clean a flower"}, {"caption": "a man brushes off the roots of a sunflower"}, {"caption": "a man holding two dried sunflowers is talking while dusting off the center portion of one flower"}, {"caption": "a man is brushing dirt off a sunflower"}, {"caption": "a man is brushing or patting the top of a sunflower with his hand"}, {"caption": "a man is holding dead sunflowers"}, {"caption": "a man is holding huge sunflowers"}, {"caption": "a man is holding two sunflowers"}, {"caption": "a man is knocking seeds out of a sunflower"}, {"caption": "a man is rubbing the head of a sunflower with his hand"}, {"caption": "a man is showing sunflowers"}, {"caption": "a man is tapping a sunflower"}, {"caption": "a man rubs a sunflower"}, {"caption": "a man rubs a sunflower"}, {"caption": "a man showed a sunflower head"}, {"caption": "someone is holding sunflowers"}, {"caption": "the man exhibited a sunflower head"}, {"caption": "the man is brushing dry sunflowers"}, {"caption": "virginia farm bureau in the garden sunflowers"}, {"caption": "a guy is holding the sunflower in his hand"}, {"caption": "a man is clearing sunflower"}, {"caption": "a man is holding two sunflowers"}, {"caption": "a man is picking some sunflowers"}, {"caption": "a man show flower in the garden"}, {"caption": "a man showing a sunflower"}, {"caption": "one man taking sunflower in his hands"}, {"caption": "virgina farm bureau and the garden full of sunflower"}, {"caption": "virginia farm bureau in the garden sunflowers"}, {"caption": "a man examine the dried sunflowers"}, {"caption": "a man extracting sunflower from a farm"}, {"caption": "a man in flower garden"}, {"caption": "a man is brushing off a dead sunflower"}, {"caption": "a man is harvesting sunflowers"}, {"caption": "a man is holding some sunflowers"}, {"caption": "a man is holding the sun flower"}, {"caption": "a man is seeding"}, {"caption": "a man is showing flowers"}, {"caption": "a man is stroking a sunflower s seed pod"}, {"caption": "a man is talking about flowers"}, {"caption": "a man is talking about sun flower"}, {"caption": "a man is talking"}, {"caption": "a man shows seeds of a dried sunflower"}]
datasets/MSVD/videos/-8y1Q0rA3n8_108_115.avi	[{"caption": "a man slices through a two liter plastic bottle of soda pop with a sword"}, {"caption": "a man slices a soda bottle with a sword"}, {"caption": "a man slices a soda bottle with a sword"}, {"caption": "a man uses a sword to cut a two liter plastic bottle in half"}, {"caption": "a man is broken a bottle by a sword"}, {"caption": "a man sliced a plastic bottle with a sword"}, {"caption": "a man is cutting a bottle with a sword"}, {"caption": "a man is cutting a bottle of water with a sword"}, {"caption": "someone slices a bottle with a sword"}, {"caption": "a person slices through a bottle with a sword"}, {"caption": "the ma sliced through a plastic bottle"}, {"caption": "the man used a sword to slice a plastic bottle"}, {"caption": "a man slices the top of a plastic bottle of water off with a sword"}, {"caption": "a man breaks a bottle with a sword"}, {"caption": "the man sliced through a soda bottle with a sword"}, {"caption": "the man cut the bottle with the sword"}, {"caption": "a person is break out the bottle"}, {"caption": "a man cuts a bottle with a sword"}, {"caption": "i love the cold steel blades"}, {"caption": "a person cutting a botal"}, {"caption": "the person is doing the something"}, {"caption": "a man is cutting a bottle of soda"}, {"caption": "a man is breaking a bottle"}, {"caption": "a man slices a soda bottle with a sword"}, {"caption": "a man sliced a bottle full of liquid with a cold steel sword in an instant"}, {"caption": "a man slices a soda bottle in half with a sword"}, {"caption": "a man breaking a glass"}, {"caption": "the man is using a sword to slice the platic bottle"}, {"caption": "a man is standing with road"}, {"caption": "cold steel swords video"}, {"caption": "a man is slashing a bottle with a sword"}, {"caption": "a man is broken a bottle"}]
datasets/MSVD/videos/-8y1Q0rA3n8_95_102.avi	[{"caption": "a man with a sword runs ands stabs a cardboard target"}, {"caption": "a man with a sword stabs a target"}, {"caption": "a man with a sword stabs a target"}, {"caption": "a man is stabbing a cardboard cutout with a sword"}, {"caption": "a man stuck a sword through a piece of paper"}, {"caption": "a man is hitting a photo with his sword"}, {"caption": "a man is demonstrating a sword"}, {"caption": "a man is stabbing a target"}, {"caption": "someone is stabbing a poster with a sword"}, {"caption": "a man is stabbing a silhouette with a sword"}, {"caption": "the man stabbed the picture as he ran by"}, {"caption": "the man used a sword stab the target"}, {"caption": "a person stabs a photo print with a knife"}, {"caption": "the man pierced the picture with a sword as he ran by"}, {"caption": "a man using a sword"}, {"caption": "a man showing a sword act"}, {"caption": "a man puts a sword into a target"}, {"caption": "a men is presenting show"}, {"caption": "the boy is doing the something"}, {"caption": "a man cutting photo with a sword"}, {"caption": "a man is running"}, {"caption": "a man breaking the photo"}, {"caption": "man is advertising of sward"}, {"caption": "a man thrust the sword in a cutout"}, {"caption": "a man is running with a sword then stabbing it into a picture of an asian man"}, {"caption": "the man stabbed the target with a sword"}, {"caption": "a man is pionting a photo with a swoard"}]
datasets/MSVD/videos/-9CUm-2cui8_39_44.avi	[{"caption": "a woman puts four okra in a pan of boiling water"}, {"caption": "a woman is boiling peppers"}, {"caption": "a person is boiling chile peppers"}, {"caption": "someone is cooking okra in a pan"}, {"caption": "a woman is boiling finger in the water"}, {"caption": "a woman is adding cut green beans to boiling water"}, {"caption": "a woman is boiling some vegetables"}, {"caption": "okra is cooking in boiling water"}, {"caption": "someone is boiling some peppers"}, {"caption": "a woman is adding vegetables to a pot"}, {"caption": "the lady added the pea pods to the boiling water"}, {"caption": "the woman is boiling okra"}, {"caption": "a woman is boiling okra"}, {"caption": "a woman dumps vegetables into boiling water"}, {"caption": "ocra is boiling in a pot of water"}, {"caption": "someone is boiling okra in a pot"}, {"caption": "the lady put the bean pods in the boiling water"}, {"caption": "there is a preparing curry"}, {"caption": "a lady is stirring the lady finger which is in the boiling water"}, {"caption": "someone is boiling peppers"}, {"caption": "the person is the boiling the ladiesfinger"}, {"caption": "a woman is putting some okra into a pot"}, {"caption": "a chef is boiling vegetables in water"}, {"caption": "someone boiling lady finger in frying pan"}, {"caption": "the lady put the pea pods in the boiling water"}, {"caption": "a man cooking his kichen"}, {"caption": "the woman is boiling okra"}, {"caption": "a woman boils okra"}]
datasets/MSVD/videos/-AwoiGR6c8M_10_14.avi	[{"caption": "a boy is playing a keyboard"}, {"caption": "a boy is playing a piano"}, {"caption": "a boy is playing a piano"}, {"caption": "a boy is playing piano"}, {"caption": "a boy is playing piano"}, {"caption": "a boy is playing the piano"}, {"caption": "a boy is playing the piano"}, {"caption": "a boy is playing the piano"}, {"caption": "a boy is sitting in a room playing a piano by lamp light"}, {"caption": "a boy plays a piano"}, {"caption": "a boy plays the piano"}, {"caption": "a boy plays the piano"}, {"caption": "a boy seated in a room is playing the piano"}, {"caption": "a kid is playing a piano"}, {"caption": "a kid is playing piano"}, {"caption": "a young boy is playing the piano"}, {"caption": "a youngster is sitting on a piano"}, {"caption": "the boy is playing the piano"}, {"caption": "the boy practiced his piano"}, {"caption": "the boy practiced the piano"}, {"caption": "a boy singing a song while playing piano"}, {"caption": "a boy playing music"}, {"caption": "the girl is playing the nusic"}, {"caption": "a guy is sitting at the piano and singing"}, {"caption": "a young boy singing a song"}, {"caption": "the boy sit and sing very nicely"}, {"caption": "greyson chance singing broken hearts"}, {"caption": "a boy is playing a piano"}, {"caption": "the boy is playing the piano"}, {"caption": "the song dance very enjoy"}, {"caption": "a kid is playing a piano"}, {"caption": "someone is playing the piano"}, {"caption": "a boy playing a guitar"}, {"caption": "a boy is playing a piano"}, {"caption": "somebody is doing something"}, {"caption": "a you boy playing on a piano"}, {"caption": "a boy playing piano"}, {"caption": "a boy play the piano"}, {"caption": "a boy is playing piano"}, {"caption": "a girl playing piyano"}, {"caption": "a boy is playing the piano"}, {"caption": "very melody music video"}, {"caption": "a boy is playing a piano"}, {"caption": "a boy is playing the piano"}]
datasets/MSVD/videos/-Cv5LsqKUXc_17_25.avi	[{"caption": "a man is slicing strawberry"}, {"caption": "a men is removing a stem of strawberry for making ichigo daifuku strawberry daifuku"}, {"caption": "a woman is removing stems from a strawberry"}, {"caption": "a woman is slicing a strawberry"}, {"caption": "chopping stroubery"}, {"caption": "someone is cutting the leafy parts off of some strawberries"}, {"caption": "the stem"}, {"caption": "she teaching strobery food making"}, {"caption": "a chef cuts the leaves off of strawberries"}, {"caption": "a chef is cutting strawberries head"}, {"caption": "a cook is cleaning strawberry by removing the leaves"}, {"caption": "a man cuts the leaves off of strawberries"}, {"caption": "a man cuts the tops off of three strawberries"}, {"caption": "a man is cutting the top leaves off of three strawberries"}, {"caption": "a man slices the top off a strawberry"}, {"caption": "a man slicing the greens off of strawberries"}, {"caption": "a person is cutting the stems off of strawberries"}, {"caption": "a person is cutting the tops off strawberries with a knife"}, {"caption": "a person is slicing off the stems of strawberries"}, {"caption": "a person is slicing strawberries"}, {"caption": "a woman chopping off the strawberrys stalks"}, {"caption": "a woman chopping the stalks off of strawberries"}, {"caption": "a woman is chopping the stem off from prewashed strawberries using a knife"}, {"caption": "a woman is cutting the stems off strawberries"}, {"caption": "a woman is preparing strawberry daifuku"}, {"caption": "a woman is removing head of strawberry"}, {"caption": "a woman is using a knife to remove the head from strawberries"}, {"caption": "a woman removing a stems from strawberry"}, {"caption": "a woman removing the stems of strawberries"}, {"caption": "cutting the top postion leafy postion strawberry fruit"}, {"caption": "someone cutting the stems off of strawberries"}, {"caption": "someone is slicing the tops off some strawberries"}, {"caption": "the man removed the stems over pre washed strawberries"}, {"caption": "the person is slicing the top off the strawberries"}, {"caption": "the top leafy part of the strawberry is being cut"}, {"caption": "the top part of the strawberry is being removed"}, {"caption": "the tops of three strawberries are cut off"}, {"caption": "the women is making strawberry daifuku"}, {"caption": "woman cutting tops off strawberries"}, {"caption": "a woman is cutting unwanted part of strawberry fruits"}, {"caption": "a woman showing how to make strawberry daifuku"}, {"caption": "cutting the straw berry"}]
datasets/MSVD/videos/-Cv5LsqKUXc_71_76.avi	[{"caption": "a powdered substance is being shifted into a pan"}, {"caption": "a woman sifting flour or sugar through a siv"}, {"caption": "filter something"}, {"caption": "preparing sweet with strawberry"}, {"caption": "the baking sheet is dusted with flour"}, {"caption": "a man sifting flour into a cake pan"}, {"caption": "a pan is being floured"}, {"caption": "a person dusts a baking tray with starch powder using a sieve"}, {"caption": "a person is using a sift to sprinkle flour onto a pan"}, {"caption": "a woman flours a pan"}, {"caption": "a woman is dusting a pan with white flour"}, {"caption": "a woman is filtering flour"}, {"caption": "a woman is filtering some food powder"}, {"caption": "a woman is filtering some powder"}, {"caption": "a woman is filtering sugar powder"}, {"caption": "a woman is preparing daifuku"}, {"caption": "a woman is preparing strawberry daifuku"}, {"caption": "a woman is shaking sugar into a pan"}, {"caption": "a woman is sifting flour in a baking dish"}, {"caption": "a woman is sifting powdered sugar onto a baking sheet"}, {"caption": "a woman is sifting sugar"}, {"caption": "a woman is spreading a power in baking sheet"}, {"caption": "a woman mixing ingredients together"}, {"caption": "a woman sifting baking starch"}, {"caption": "a woman sifting sugar"}, {"caption": "a woman sifts flour into a metal pan"}, {"caption": "filtering the ingredients"}, {"caption": "flour is loosen over a plater"}, {"caption": "nothing on video"}, {"caption": "sifting powered sugar through strainer"}, {"caption": "someone is flouring a baking pan"}, {"caption": "someone scatter a tray with powder sugar"}, {"caption": "the cook is sprinkling flour on the bottom of the pan"}, {"caption": "the flour is being sieved on to a tray"}, {"caption": "the lady is straining the starch powder"}, {"caption": "the man was sieving the power with a sieve"}, {"caption": "woman is coating baking pan with powdered sugar"}, {"caption": "make strobery food"}]
datasets/MSVD/videos/-DKuLXYoY3g_14_20.avi	[{"caption": "a boy is playing"}, {"caption": "a kidd plays basketball"}, {"caption": "a young boy practices dribbling a basket ball inside of a gym"}, {"caption": "ahild is playing a basket ball"}, {"caption": "a boy dribbles a basketball"}, {"caption": "a boy is bouncing a ball"}, {"caption": "a boy is dribbling a basketball"}, {"caption": "a boy is dribbling a basketball"}, {"caption": "a boy is playing with ball"}, {"caption": "a boy is take a practice for basketball"}, {"caption": "a boy is trying to dribble a basketball"}, {"caption": "a child tries his best to dribble a ball"}, {"caption": "a kid dribbling a basketball"}, {"caption": "a kid is dribbling a basketball"}, {"caption": "a kid is dribbling basketball"}, {"caption": "a little boy bounces a basketball"}, {"caption": "a little boy is bouncing a basketball on a basketball court"}, {"caption": "a little boy is dribbling a basketball on the court"}, {"caption": "a little boy is dribbling a basketball"}, {"caption": "a little boy is dribbling a basketball"}, {"caption": "a little boy was trying to dribble a basketball"}, {"caption": "a small boy is tapping the basket ball"}, {"caption": "a young boy is bouncing a basketball in a gym"}, {"caption": "a young boy is bouncing a basketball"}, {"caption": "a young boy is dribbling a basketball"}, {"caption": "a young boy is dribbling a basketball"}, {"caption": "a young boy is trying to dribble a basketball"}, {"caption": "a young boy practices dribbling a basketball"}, {"caption": "a young boy trying to dribble a basketball"}, {"caption": "an asian kid learning basketball"}, {"caption": "boy is bouncing basketball"}, {"caption": "in video a boy is playing with a ball on bassket ball court"}, {"caption": "little boy is learning how to dribble a basketball"}, {"caption": "one young boy is playing basket ball"}, {"caption": "small boy taping basket ball"}, {"caption": "the boy is playing with the basketball"}, {"caption": "the child is dibbling the basket ball"}, {"caption": "the small boy tried dibbling the basketball"}, {"caption": "this child is learning to play basketball"}]
datasets/MSVD/videos/-DRy7rBg0IQ_31_37.avi	[{"caption": "a girl swimming under water"}, {"caption": "a female swimmer pushes off the side of pool underwater"}, {"caption": "a girl is kicking off her swim from the side of a swimming pool"}, {"caption": "a girl pushes off from the side of the pool"}, {"caption": "a girl swims underwater"}, {"caption": "a swimmer pushes off the wall and swims"}, {"caption": "a woman glides underwater after pushing off from the wall at one end of the pool"}, {"caption": "a woman is swimming in the swimming pool"}, {"caption": "a woman is swimming underwater"}, {"caption": "a woman is swimming"}, {"caption": "a young woman is swimming under water"}, {"caption": "the woman is swimming under water"}, {"caption": "a woman is swimming"}, {"caption": "a girl is swimming under water"}, {"caption": "a woman pushes off the wall while swimming"}, {"caption": "swimmer swimming under water"}, {"caption": "swimming in a pool"}, {"caption": "nice swimming"}, {"caption": "a female swimmer is pushing herself off the wall of a pool with her feet"}, {"caption": "a girl is starting a swimming series"}, {"caption": "a girl is swimming underwater"}, {"caption": "a girl is swimming underwater"}, {"caption": "a lady is swiming in a pool"}, {"caption": "a swimmer shows her talent"}, {"caption": "a woman in a blue swimsuit diving in the pool"}, {"caption": "a woman is swimming in a pool"}, {"caption": "a woman is swimming in a swimming pool"}, {"caption": "a woman is swimming under water"}, {"caption": "a woman is swimming underwater"}, {"caption": "a woman is swimming underwater"}, {"caption": "a woman is swimming"}, {"caption": "a woman is swimming"}, {"caption": "a woman is swimming"}, {"caption": "a woman is swimming"}, {"caption": "a woman starting to swing in a swimming pool"}, {"caption": "a woman starts swimming underwater in a swimmingpool"}, {"caption": "a woman swimming underwater"}, {"caption": "a woman swims underwater"}, {"caption": "a woman swims underwater"}, {"caption": "a women is swimming beneath the water"}, {"caption": "the girl pushed off from the swimming pool wall"}, {"caption": "the lady is swimming"}, {"caption": "the swimmer pushed off the pool wall"}, {"caption": "the woman is swimming under water"}, {"caption": "a lady is swimming under water in the pool"}]
